Movie Title;IMdb Code;Soundtrack(Song Name$Artists%)
Terminator 2: Judgment Day;/title/tt0103064/;You Could Be Mine $(1991) Performed by Guns N' Roses Written by Izzy Stradlin and Axl Rose Published by Guns N' Roses Music (ASCAP) Courtesy of Geffen Records %Bad to the Bone $(1982) Performed by George Thorogood & The Destroyers (as George Thorogood and The Destroyers) Written by George Thorogood Published by Del Sound Music (BMI) Courtesy of EMI Records USA A Division of Capital Records, inc. by Arrangement with CEMA Special Markets %Guitars, Cadillacs $(1986) Written and Performed by Dwight Yoakam Published by Coal Dust West Music (BMI) Courtesy of Reprise Records by Arrangement with Warner Special Products %
Back to the Future;/title/tt0088763/;THE POWER OF LOVE $(1985) Performed by Huey Lewis & The News (as Huey Lewis and The News) Courtesy of Chrysalis Records, Inc. Written by Huey Lewis and Chris Hayes Published by Hulex Music, Administered by Red Admiral Music, Inc. %BACK IN TIME $(1985) Performed by Huey Lewis & The News (as Huey Lewis and The News) Courtesy of Chrysalis Records, Inc. Written by Huey Lewis and Chris Hayes Published by Hulex Music, Administered by Red Admiral Music, Inc. %HEAVEN IS ONE STEP AWAY $(1985) Written by Eric Clapton (uncredited) Performed by Eric Clapton Produced by Phil Collins Courtesy of Warner Bros. Records Inc. By Arrangement with Warner Special Products %TIME BOMB TOWN $(1985) Written by Lindsey Buckingham (uncredited) Performed by Lindsey Buckingham Produced by Lindsey Buckingham and Richard Dashut Courtesy of Elektra Records %MR. SANDMAN $(1954) Written by Pat Ballard (uncredited) Performed by The Four Aces (as Four Aces) Courtesy of MCA Records, Inc. %THE BALLAD OF DAVY CROCKETT $(1954) Music by George Bruns (uncredited) Lyrics by Thomas W. Blackburn (uncredited) Performed by Fess Parker Courtesy of Disneyland-Vista Records %THE WALLFLOWER (DANCE WITH ME HENRY) $(1955) Written by Johnny Otis (uncredited), Hank Ballard (uncredited), and Etta James (uncredited) Performed by Etta James Produced by Maxwell Davis Courtesy of Kent Records %Out The Window $Written & Performed by Edward Van Halen Played by MartyMcFly to George when he is pretending to be Darth Vader from Planet Vulcan %NIGHT TRAIN $(1951) Written by Oscar Washington (uncredited), Lewis Simpkins, (uncredited) and Jimmy Forrest (uncredited) Performed by Harry Waters Jr. (as Marvin Berry) and (Tommy Thomas, Granville 'Danny' Young, David Harold Brown, and Lloyd L. Tolbert) (as The Starlighters) Produced by Bones Howe %PLEDGING MY LOVE $(1954) Written by Fats Washington (uncredited) and Don D. Robey (uncredited) Performed by Johnny Ace Courtesy of MCA Records, Inc. %EARTH ANGEL (WILL YOU BE MINE) $(1954) Written by Curtis Williams (uncredited), Jesse Belvin, (uncredited) and Gaynel Hodge (uncredited) Performed by Harry Waters Jr. (as Marvin Berry) and (Tommy Thomas, Granville 'Danny' Young, David Harold Brown, and Lloyd L. Tolbert) (as The Starlighters) Produced by Bones Howe %JOHNNY B. GOODE $(1955) Written by Chuck Berry (uncredited) Performed by Mark Campbell (as Marty McFly) with (Tommy Thomas, Granville 'Danny' Young, David Harold Brown, and Lloyd L. Tolbert) (as The Starlighters) Produced by Bones Howe %Out The Window $Written by Edward Van Halen Played in Marty's walkman %
Spirited Away;/title/tt0245429/;Ano natsu e $("One Summer's Day") (uncredited) Composed by Joe Hisaishi %Tôri michi $("A Road to Somewhere") (uncredited) Composed by Joe Hisaishi %Daremoinai ryôri-ten $("The Empty Restaurant") (uncredited) Composed by Joe Hisaishi %Yoru kuru $("Nighttime Coming") (uncredited) Composed by Joe Hisaishi %Ryû no shônen $("The Dragon Boy") (uncredited) Composed by Joe Hisaishi %Boirâ mushi $("Sootballs") (uncredited) Composed by Joe Hisaishi %Kamisama-tachi $("Procession of the Gods") (uncredited) Composed by Joe Hisaishi %Yubâba $("Yubaba") (uncredited) Composed by Joe Hisaishi %Yuya no asa $("Bathhouse Morning") (uncredited) Composed by Joe Hisaishi %Ano hi no kawa $("Day of the River") (uncredited) Composed by Joe Hisaishi %Shigoto wa tsurai ze $("It's Hard Work") (uncredited) Composed by Joe Hisaishi %Okusare-gami $("The Stink God") (uncredited) Composed by Joe Hisaishi %Sen no yûki $("Sen's Courage") (uncredited) Composed by Joe Hisaishi %Sokonashi ana $("The Bottomless Pit") (uncredited) Composed by Joe Hisaishi %Kaonashi $("No Face") (uncredited) Composed by Joe Hisaishi %6-Banme no eki $("The Sixth Station") (uncredited) Composed by Joe Hisaishi %Yubâba kyôran $("Yubaba's Panic") (uncredited) Composed by Joe Hisaishi %Numa no soko no ie $("The House at Swamp Bottom") (uncredited) Composed by Joe Hisaishi %Futatabi $("Reprise") (uncredited) Composed by Joe Hisaishi %Kaeru hi $("The Return") (uncredited) Composed by Joe Hisaishi %Itsumo Nando-demo $("Always With Me") Lyrics by Wakako Kaku Original Music/Vocal Performance by Yumi Kimura (as Youmi Kimura) Tokuma Japan Communications %Paradise $Written by Mike Castonguay, Marc Terenzi, Ben Bledsoe Performed by Natural and Ben Bledsoe Produced by Ben Bledsoe and Mike Castonguay BMG Records and Trans Continental Records (German Release) %
Psycho;/title/tt0054215/;$        It looks like we don't have any Soundtracks for this title yet.Be the first to contribute!                 Just click the "Edit page" button at the bottom of the page or learn more in the Soundtracks submission guide. %
The Pianist;/title/tt0253474/;Nocturne in C# Minor, Posthumous $(1830) Written by Frédéric Chopin (as Fryderyk Chopin) %Grande Polonaise Brillante, Op. 22 - Allegro Molto $(1830-31) Written by Frédéric Chopin (as Fryderyk Chopin) %Ballad No. 1 in G Minor, Op. 23 $(1835-6) Written by Frédéric Chopin (as Fryderyk Chopin) %Sonata No. 14 in C# Minor, Op. 27/2: 'Mondscheinsonate' $(1801) Written by Ludwig van Beethoven (as Ludwig Van Beethoven) %Suite No. 1 BWV 1007 for Solo Cello $(1717-23) Written by Johann Sebastian Bach Performed by Jerzy Wolochowicz %Tantz, Tantz Yidelekh $Arranged by Roddy Skeaping Performed by The Burning Bush %Umowilem sie z nia na dziewiata $(1937) Music by Henry Vars (as Henryk Wars) Lyrics by Emanuel Schlechter (as Emanuel Szlechter) %Marsz Strzelcow $(1863) Lyrics and Music by Wladyslaw Ludwik Anczyc (as Wladyslaw Anczyc) English Lyrics by Michael Kunze %Polish National Anthem $(uncredited) Written by Traditional %
Parasite;/title/tt6751668/;Rodelinda: Act 2 - Spietati, io vi giurai $Written by George Frideric Handel Universal Music %In Ginocchio Da Te $Performed by Gianni Morandi Sony Music %A Glass of Soju $Lyrics by Bong Joon Ho Arranged by Jung Jae-il (as Jung Jae Il) Performed by Choi Woo-sik (as Choi Woo Shik) %
Léon: The Professional;/title/tt0110413/;Shape Of My Heart $Written by Sting and Dominic Miller Introduction by Dominic Miller Performed by Sting Courtesy of Magnetic Ltd. / A&M Records by arrangement with PolyGram Special Projects %The Experience of Love $Written by Éric Serra Performed by Éric Serra %Venus As A Boy $Performed by Björk Written by Björk (as B. Gudmundsdottir) Courtesy of One Little Indian / Mother Records by arrangement with PolyGram Special Projects %I Like Myself $from It's Always Fair Weather (1955) Music by André Previn Lyrics by Betty Comden and Adolph Green Performed by Gene Kelly (uncredited) %Like a Virgin $Written by Billy Steinberg and Tom Kelly Performed by Natalie Portman (uncredited) %Happy Birthday $Written by Mildred J. Hill and Patty S. Hill (as Patty Hill) Performed by Natalie Portman (uncredited) %Singing in the Rain $Written by Nacio Herb Brown (as Nacio Brown) and Arthur Freed Performed by Natalie Portman (uncredited) %
The Lion King;/title/tt0110357/;Circle of Life $(1994) Music by Elton John (uncredited) Lyrics by Tim Rice (uncredited) Arranged and Produced by Hans Zimmer Performed by Carmen Twillie African Vocals Performed by Lebo M. Background Singer: Rodney Saulsberry (uncredited) Chorus: Maxi Anderson, Terry Bradford, Johnny Britt, Baby Cele, Lucky Cele, Rick Charles, Gugwana Dlamini, Kevin Dorsey, Wendy Fraser, Linda Gcwensa, Clydene Jackson (as Clydene Jackson), Matoab'sane Jali, Luyanda Jezile, Bob Joyce, Faith Kekana, Sphiwe Khanyile, Faca Khulu, Stella Khumalo, Skhumbuzo Kubheka, Thembi Kubheka, Ron Kunene, James Langa, Edie Lehmann Boddicker, Rick Logan, Tsidi Manye, Khanyo Maphumulo, Abner A. Mariri, Myrna Matthews, Batho Mhlongo, Vusi Mhlongo, Nonhlanhla Mkhize, Thembi Mtshali, Bheki Ndlovu, Nandi Ndlovu, Bongani Ngcobo, Nini Nkosi, Bobbi Page, Phindile, Rick Riso, Philile Seme, Alfie Silas, Happy Skhakhane, Kipizane Skweyiya, Sindisiwe Sokhela, Susie Stevens-Logan (as Susan D. Stevens), Khuluiwe Sithole (as Khuluiwe S'thole), Thandazile, Carmen Twillie, Sam Vamplew, Julia Waters, Luther Waters (as Luther N. Waters), Maxine Waters Willard (as Maxine Waters), Oren Waters, John J West, Yvonne Williams, Terry Young, Zolile Zulu %Nants' Ingonyama $(1994) (uncredited) Written by Lebo M. and Hans Zimmer Performed by Lebo M. %I Just Can't Wait to Be King $(1994) Music by Elton John (uncredited) Lyrics by Tim Rice (uncredited) Arranged and Produced by Mark Mancina Performed by Jason Weaver and Laura Williams with Rowan Atkinson %Be Prepared $(1994) Music by Elton John (uncredited) Lyrics by Tim Rice (uncredited) Arranged and Produced by Hans Zimmer Performed by Jeremy Irons, with Whoopi Goldberg, Cheech Marin, and Jim Cummings %Hakuna Matata $(1994) Music by Elton John (uncredited) Lyrics by Tim Rice (uncredited) Arranged and Produced by Mark Mancina and Jay Rifkin Performed by Nathan Lane, Ernie Sabella, Jason Weaver, and Joseph Williams Background Singer: Rodney Saulsberry (uncredited) %Can You Feel the Love Tonight $(1994) Music by Elton John (uncredited) Lyrics by Tim Rice (uncredited) Arranged and Produced by Mark Mancina Performed by Nathan Lane, Ernie Sabella, Sally Dworsky, Joseph Williams, and Kristle Murden %Can You Feel the Love Tonight (End Title) $(1994) Music by Elton John (uncredited) Lyrics by Tim Rice (uncredited) Performed by Elton John Piano: Elton John Guitar: Davey Johnstone Drums: Chuck Sabo Bass: Phil Spalding Background vocals: Rick Astley, Gary Barlow, Kiki Dee, Robert Englund, Davey Johnstone, and the London Symphony Chorus Programmed by Guy Babylon and Olle Romo Engineer: Paula Jones Assistant engineer: Peter Lewis Produced and mixed by Chris Thomas %The Morning Report $Music by Elton John Lyrics by Tim Rice (all uncredited) Performed by Evan Saucedo and Jeff Bennett (Special Edition only) %The Lion Sleeps Tonight $(1961) Written by Hugo Peretti, George David Weiss (as George Weiss), and Luigi Creatore Based on a song by Solomon Linda and Paul Campbell Sung by Nathan Lane (uncredited) and Ernie Sabella (uncredited) %It's a Small World $(1966) Music and Lyrics by Robert B. Sherman (as Robert Sherman) and Richard M. Sherman (as Richard Sherman) Sung by Rowan Atkinson (uncredited) %I've Got a Lovely Bunch of Coconuts $(1944) Written by Fred Heatherton (joint pseudonym of Elton Box, Desmond Cox and Irwin Dash) (uncredited) Sung by Rowan Atkinson (uncredited) and Jeremy Irons (uncredited) %Hawaiian War Chant $(Tahuwa-Huwai) (1936) Written by Johnny Noble (1936) and Prince Leleiohoku (as Leleiohaku) (1860) Performed by Nathan Lane (uncredited) %Nobody Knows the Trouble I've Seen $(uncredited) Traditional Spiritual Sung by Rowan Atkinson %Eluring $performed by Silvi Vrait %Eluring (Circle of Life Estonian Version) $performed by Silvi Vrait %
Gladiator;/title/tt0172495/;Pavor $Written by Walter Maioli and Nathalie Van Ravenstein (as Natalia Van Ravenstein) Performed by Synaulia Courtesy of Amiata Media, S.R.L. %Etruria $Written by Walter Maioli and Nathalie Van Ravenstein (as Natalia Van Ravenstein) Performed by Synaulia Courtesy of Amiata Media, S.R.L. %Now We Are Free $(uncredited) Written by Lisa Gerrard and Hans Zimmer %
American History X;/title/tt0120586/;Battle Hymn of the Republic $(circa 1856) (uncredited) Music by William Steffe Lyrics by Julia Ward Howe (1862) Sung a cappella by Ethan Suplee with modified lyrics %The White Man Marches On $by Johnny Rebel [To the tune of Battle Hymn of the Republic] %
The Departed;/title/tt0407887/;Gimme Shelter $Written by Mick Jagger and Keith Richards Performed by The Rolling Stones By arrangement with ABKCO Music & Records, Inc. %Minstrel Boy $Music Traditional, from an old Irish air Performed by the N.Y.P.D. Emerald Society Pipes and Drums (as NYPD Emerald Society Pipes and Drums) %Scotland the Brave $Traditional Performed by the N.Y.P.D. Emerald Society Pipes and Drums (as NYPD Emerald Society Pipes and Drums) %I'm Shipping Up to Boston $Written by Al Barr (as Alexander Barr), Ken Casey (as Kenneth Casey), Matthew Kelly, James Lynch, Marc Orrell and Woody Guthrie Performed by Dropkick Murphys (as The Dropkick Murphys) Courtesy of Hellcat Records %Thief's Theme $Written by Salaam Remi, Doug Ingle (as Douglas Ingle) and Nas (as Nasir Jones) Performed by Nas Courtesy of Sony Urban Music/Columbia Records By arrangement with Sony BMG Music Entertainment Contains a sample of "In a Gadda Da Vida" Performed by The Incredible Bongo Band Courtesy of Phoenix Audio %One Way Out $Written by Elmore James, Marshall Sehorn and Sonny Boy Williamson Performed by The Allman Brothers Band Courtesy of Universal Records Under license from Universal Music Enterprises %Nobody But Me $Written by Rudolph Isley, Ronald Isley and O'Kelly Isley Performed by The Human Beinz Courtesy of Capitol Records Under license from EMI Film & Television Music %Let it Loose $Written by Mick Jagger and Keith Richards Performed by The Rolling Stones Courtesy of Promotone B.V. %Sweet Dreams $Written by Don Gibson Performed by Patsy Cline Courtesy of MCA Nashville Under license from Universal Music Enterprises %Well, Well, Well $Written by John Lennon Performed by John Lennon Courtesy of EMI Records Under license from EMI Film & Television Music %Bang Bang $Written by Joe Cuba and Jimmy Sabater Performed by Joe Cuba Courtesy of Emusica Records, LLC %Sail On, Sailor $Written by Tandyn Almer, Ray Kennedy (as Raymond Kennedy), Van Dyke Parks, Jack Rieley (as John Rieley) and Brian Wilson Performed by The Beach Boys Courtesy of Brother Records Under license from EMI Film & Television Music %Sancta Maria $from the film The Informer (1935) Written by Max Steiner %Baby Blue $Written by Pete Ham Performed by Badfinger Courtesy of Apple Corps Ltd. Under license from EMI Film & Television Music %Chi mi frena (Sextet, Act 2) $from "Lucia di Lammermoor" Written by Gaetano Donizetti Performed by Rundfunk Sinfonieorchester Berlin (as Berlin Radio Symphony Orchestra) Conducted by Roberto Paternostro Performed by Daniela Lojarro, Gisella Pasino, Giuseppe Sabbatini, Michael Knapp, Michele Pertusi, Marco Chingari Courtesy of LaserLight By arrangement of Source/Q %Comfortably Numb $Written by David Gilmour and Roger Waters Performed by Roger Waters, Van Morrison, The Band Courtesy of Universal Music International (GB) Under license from Universal Music Enterprises %Tweedlee Dee $Written by Scotty Moore (as Winfield Scott) Performed by La Vern Baker (as LaVern Baker) Courtesy of Atlantic Recording Corp. By arrangement with Warner Music Group Film & TV Licensing %Lucia di Lammermoor: Act 1: Preludio - Percorrete le spiaggie vicine $Written by Gaetano Donizetti Performed by Orchestra dell'Accademia Nazionale di Santa Cecilia (as Santa Cecilia Academy Orchestra) Conducted by John Pritchard (as Sir John Pritchard) Courtesy of Decca Music Group Limited Under license from Universal Music Enterprises %Theme from Symphony No. 5 in E Minor $Written by Antonín Dvorák (as Antonin Dvorak) Performed by the N.Y.P.D. Emerald Society Pipes and Drums (as NYPD Emerald Society Pipes and Drums) %Sweet Dreams $Written by Don Gibson Performed by Roy Buchanan Courtesy of Universal Records By arrangement with Universal Music Enterprises %Mother Machree $Music by Chauncey Olcott and Ernest Ball Lyrics by Rida Johnson Young Sung a cappella by Jack Nicholson %
The Usual Suspects;/title/tt0114814/;Le sons et les parfums tournent dans l'air du soir $Performed by Jon Kull Music by Claude Debussy %Steppin' Out $Performed by Paul Nelson Music by Paul Nelson and Carl Verheyen Lyrics by Paul Nelson Courtesy of Montage Records %Old MacDonald Had a Farm $(uncredited) [Tradition American nursery rhyme first published in 1916] Parody version performed by Stephen Baldwin %
The Prestige;/title/tt0482571/;Drinkin' Down the Rose & Crown $Composed by Keith Nichols Courtesy of APM %Tripping Gaily $Written and Performed by Ena Baga (as E. Baga) Courtesy of DeWolfe Music %Eel Pie and Mash $Composed by Bob Barratt and Colin Frechter Courtesy of APM %Butterfly Etude $Composed by Frédéric Chopin (as Frederic Chopin) Arranged & Performed by Stephen Edwards (as Stephen James Edwards) Courtesy of 5 Alarm Music %Vowel Movement $Composed by Andy Vale Courtesy of APM %Bathroom Scales $Composed by Andy Vale Courtesy of APM %Princess Waltz $Written by William Davies (as W. Davies) Courtesy of APM %Analyse $Written by Thom Yorke (as Thomas Edward Yorke) Performed by Thom Yorke Courtesy of XL Recordings %
Whiplash;/title/tt2582802/;Overture $Written by Justin Hurwitz Courtesy of 5AM Music, Ltd. %Black Girls $Performed by Chester French Written by D.A. Wallach (as DA Wallach), Maxwell Drummey & Travis Barker Published by D Ranger Publishing, Maxwell Drummey Music, & BMG Gold Songs/Beat Poet Music %Keep Me Waiting $Written by Dana Williams & Maxwell Drummey Performed by Dana Williams By arrangement with David Adcock @ 505GRP %Reaction $Written & Produced by Nicholas Britell Courtesy of Lake George Entertainment, L.L.C. %1st Nassau Band Rehearsal $Written by Tim Simonec Courtesy of 5AM Music, Ltd. %Studio Band Eavesdrop $Written by Tim Simonec Courtesy of 5AM Music, Ltd. %Cathy's Song $Written & Performed by Buddy Rich Courtesy of Cathy Rich & Cathy Marie Music %2nd Nassau Rehearsal $Written by Tim Simonec Courtesy of 5AM Music, Ltd. %Whiplash $Written by Hank Levy Original sheet music provided by Hank Levy Jazz, L.L.C. Under exclusive license from Hank Levy Jazz, L.L.C., Ellis Music Enterprises & Scene Tracks Music Courtesy of Stewart Levy & Hank Levy Jazz, L.L.C. %When I Wake $Written by Justin Hurwitz Produced by Nicholas Britell Courtesy of 5AM Music, Ltd. %Studio Band Rehearsal After Breakup $Written by Tim Simonec Courtesy of 5AM Music, Ltd. %Overbrook Competition $Written by Tim Simonec Courtesy of 5AM Music, Ltd. %Casey's Song $Written by Justin Hurwitz Courtesy of 5AM Music, Ltd. %Caravan $Written by Juan Tizol and Duke Ellington Published by EMI Mills Music, Inc. & Sony/ATV Harmony Exclusive Print Rights for EMI Mills Music, Inc. Controlled & Administered by Alfred Music All Rights Reserved. Used by Permission. %Fletcher's Song in Club $Written by Justin Hurwitz Courtesy of 5AM Music, Ltd. %Intoit $Written & Performed by Stan Getz Published by Prestige Music Courtesy of Concord Music Group, Inc. %No Two Words $Written by Justin Hurwitz Produced by Nicholas Britell Courtesy of Lake George Entertainment, L.L.C. and Justin Hurwitz %Upswingin' $Written by Tim Simonec Courtesy of 5AM Music, Ltd. %
Casablanca;/title/tt0034583/;La Marseillaise $(1792) (uncredited) Written by Claude Joseph Rouget de Lisle Arranged by Max Steiner Played during the opening credits Sung by Madeleine Lebeau and others at Rick's Variations played often in the score %It Had to Be You $(1924) (uncredited) Music by Isham Jones Lyrics by Gus Kahn Played during the opening shot of Rick's Café Performed by Dooley Wilson (piano dubbed by Jean Vincent Plummer) Also played when Laszlo and Ilsa return to Rick's %Shine $(1910) (uncredited) Music by Ford Dabney Lyrics by Lew Brown and Cecil Mack Performed by Dooley Wilson during the opening scene at Rick's (piano dubbed by Jean Vincent Plummer) %Crazy Rhythm $(1928) (uncredited) Music by Joseph Meyer and Roger Wolfe Kahn Played when Rick turns the man away and then talks to Ugarte (originally from the 1928 Broadway musical "Here's Howe!") %Knock on Wood $(1942) (uncredited) Music by M.K. Jerome Lyrics by Jack Scholl Performed by Dooley Wilson and band (piano dubbed by Jean Vincent Plummer) %The Very Thought of You $(1934) (uncredited) Music by Ray Noble Played when Ferrari offers to buy Rick's and when Rick sends Yvonne home Also played when Sascha kisses Rick after Rick's good deed %Baby Face $(1926) (uncredited) Music by Harry Akst Performed by Dooley Wilson when Renault tells Rick that there's going to be an arrest (piano dubbed by Jean Vincent Plummer) %I'm Just Wild About Harry $(1921) (uncredited) Music by Eubie Blake Played when Renault goes downstairs and joins Major Strasser's party %Heaven Can Wait $(1939) (uncredited) Music by Jimmy Van Heusen Played when Rick is introduced to Major Strasser %Parlez-moi d'Amour $(uncredited) Music by Jean Lenoir Played when Laszlo and Ilsa first enter Rick's %Love for Sale $(1930) (uncredited) Music by Cole Porter Played when Renault joins Laszlo and Ilsa at their table %Tango Delle Rose $(1928) (uncredited) aka "The Song of the Rose" Written by Filippo Schreier and Aldo Bottero Performed by Corinna Mura (vocal and guitar) %Avalon $(1920) (uncredited) Music by Vincent Rose Performed by Dooley Wilson while talking to Ilsa (piano dubbed by Jean Vincent Plummer) %As Time Goes By $(1931) (uncredited) Written by Herman Hupfeld Performed by Dooley Wilson (piano dubbed by Jean Vincent Plummer) Variations played often in the score (originally from the 1932 Broadway show "Everybody's Welcome") %Piano Improvisation $(uncredited) Music by Frank Perkins Performed by Dooley Wilson after trying to talk Rick into leaving (piano dubbed by Jean Vincent Plummer) %Perfidia $(1939) (uncredited) Music by Alberto Domínguez Played when Rick and Ilsa are dancing at the Paris nightclub %If I Could Be with You $(1926) (uncredited) Music by James P. Johnson Played when the man gets his pocket picked and the Germans enter Rick's %You Must Have Been a Beautiful Baby $(1938) (uncredited) Music by Harry Warren Played when Yvonne walks into Rick's with the German officer %Die Wacht am Rhein $(1854) (uncredited) Music by Karl Wilhelm (1854) Lyrics by Max Schneckenburger (1840) (from his poem) Arranged by Max Steiner Sung by the Germans at Rick's %Das Lied der Deutschen $(1841) (uncredited) aka "Deutschland über Alles" Music by Joseph Haydn (1797) Arranged by Max Steiner Played before and after Major Strasser orders Renault to shut down Rick's %
The Intouchables;/title/tt1675434/;September $(Maurice White/Allee Willis/Al McKay) Performed by Earth Wind & Fire (as Earth, Wind & Fire) %Boogie Wonderland $(Jon Lind (as Jonathan Lind) and Allee Willis (as Alice Willis) Performed by Earth Wind & Fire (as Earth, Wind & Fire) %Ave Maria, D.839 $Music by Franz Schubert %The Ghetto $(Donny Hathaway/Leroy Hutson) Performed by George Benson %You're Goin' Miss Your Candyman $(Terry Callier/Phyllis Braxton) Performed by Terry Callier %Nocturne in Si bémol Mineur, Op.9. No 1 $Music by Frédéric Chopin Performed by Livia Rev Courtesy of Hyperion %Nein, länger trag' ich nicht die Qualen... Durch die Wälder, durch die Auen $from the opera "Der Freischütz" Music by Carl Maria von Weber Performed by Peter Schreier with Sächsische Staatskapelle Dresden Conducted by Carlos Kleiber Courtesy of Deutsche Grammophon %Feeling Good $from the musical "The Roar of the Greasepaint - The Smell of the Crowd" by Leslie Bricusse and Anthony Newley Performed by Nina Simone and Hal Mooney %L'Eté: Adagio $Music by Antonio Vivaldi Performed by Le Capriccio Français %Colombine Ouverture Burlesque $Music by Georg Philipp Telemann Performed by Le Capriccio Français %Les Indes galantes $Music by Jean-Philippe Rameau Performed by Le Capriccio Français %Concerto Grosso $Music by George Frideric Handel Performed by Le Capriccio Français %L'hiver $from "Le Quattro Stagioni" Music by Antonio Vivaldi Performed by Le Capriccio Français %Prélude: Suite Violoncelle n° 1 $Music by Johann Sebastian Bach Performed by Le Capriccio Français %Suite n° 2: Badinerie $Music by Johann Sebastian Bach Performed by Le Capriccio Français %Le Printemps: Ier Mouvement $from "Le Quattro Stagioni" Music by Antonio Vivaldi Performed by Le Capriccio Français %Concerto in Fa mineur $Music by Johann Sebastian Bach Performed by Le Capriccio Français %Le vol du Bourdon $Music by Nikolai Rimsky-Korsakov Performed by Le Capriccio Français %Concerto for 2 Violins and Orchestra in La Mineur, Op.3 N° 8 $Music by Antonio Vivaldi Performed by Orchestra da camera dell'Angelicum di Milano (as L'Angelicum de Milan) %Ein Mädchen oder Weibchen $from "La flûte enchantée (Die Zauberflöte)" Music by Wolfgang Amadeus Mozart Arranged by D. Griffith %L'hiver $from "Le Quattro Stagioni" Music by Antonio Vivaldi Performed by Le Capriccio Français %
Harakiri;/title/tt0056058/;$        It looks like we don't have any Soundtracks for this title yet.Be the first to contribute!                 Just click the "Edit page" button at the bottom of the page or learn more in the Soundtracks submission guide. %
Grave of the Fireflies;/title/tt0095327/;Home Sweet Home $Written by H.R. Bishop (uncredited) Performed by Amelita Galli-Curci Courtesy of RCA Victor Red Seal, a division of BMG Classics %Gunkan kôshinkyoku $(Warship March) Written by Tôkichi Setoguchi %
Modern Times;/title/tt0027977/;Hallelujah, I'm a Bum $(uncredited) Music from the traditional folk song "Revive Us Again" %The Prisoner's Song $(1924) (uncredited) Written by Guy Massey %How Dry I Am $(uncredited) Traditional %In the Evening by the Moonlight $(1880) (uncredited) Music and Lyrics by James Allen Bland Performed by waiters in the cafe %Je Cherche après Titine $(1917) (uncredited) Music by Léo Daniderff Lyrics by Bertal-Maubon Performed by Charles Chaplin %Theme from Modern Times $(1935) (uncredited) (Later known as "Smile") Music by Charles Chaplin %
Once Upon a Time in the West;/title/tt0064116/;Danny Boy $(1913) (uncredited) Written by by Frederick Edward Weatherly Hummed and sung a cappella a bit by Simonetta Santaniello %C'era una volta il West $Vocals: Edda (Edda Dell'Orso) Choir :Cantori Moderni Di Alessandroni Composed, Orchestrated and Conducted by Ennio Morricone Published by RCA Italiana S.p.A., Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %Come Una Sentenza $Composed By, Orchestrated By Ennio Morricone Choir:Cantori Moderni Di Alessandroni Published by Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %Addio A Cheyenne $Whistle: Alessandro Alessandroni Composed, Orchestrated and Conducted by Ennio Morricone Published by Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %L'Attentato $Composed By, Orchestrated and Conducted by Ennio Morricone Published by Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %La Posada N.1 $Composed By, Orchestrated and Conducted by Ennio Morricone Published by Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %La Posada N.2 $Composed By, Orchestrated and Conducted by Ennio Morricone Published by Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %L'Uomo Dell'Armonica $Harmonica: Franco De Gemini Choir : Cantori Moderni Di Alessandroni Composed By, Orchestrated and Conducted by Ennio Morricone Published by RCA Italiana S.p.A., Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %In Una Stanza Con Poca Luce $Composed By, Orchestrated and Conducted by Ennio Morricone Published by Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %L'Uomo $Composed By, Orchestrated and Conducted by Ennio Morricone Published by Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %L'Orchestraccia $Composed By, Orchestrated and Conducted by Ennio Morricone Published by Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %L'America Di Jill $Choir: Cantori Moderni Di Alessandroni Composed By, Orchestrated and Conducted by Ennio Morricone Published by Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %L'Ultimo Rantolo $Harmonica: Franco De Gemini Choir : Cantori Moderni Di Alessandroni Composed By, Orchestrated and Conducted by Ennio Morricone Published by Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %Finale $Vocals: Edda (Edda Dell'Orso) Choir: Cantori Moderni Di Alessandroni Composed, Orchestrated and Conducted by Ennio Morricone Published by Universal Music Publishing Ricordi srl (P) 1969 Sergio Leone Productions %
